"","st","district","avg","dem_votes_major_percent","rep_votes_major_percent","winner_party","rep_status","dem_status","party","pred","poll","year"
"742","IA",4,5.33333333333333,48.29,51.71,"R","Incumbent","Challenger","DEM","R",32,2018
"743","IA",4,5.33333333333333,48.29,51.71,"R","Incumbent","Challenger","REP","R",53,2018
"744","IA",4,5.33333333333333,48.29,51.71,"R","Incumbent","Challenger","LIB","R",5,2018
"745","IA",4,5.33333333333333,48.29,51.71,"R","Incumbent","Challenger","IND","R",0,2018
"746","ID",1,7,32.89,67.11,"R","Challenger","Challenger","DEM","R",27,2018
"747","ID",1,7,32.89,67.11,"R","Challenger","Challenger","REP","R",35,2018
"748","ID",1,7,32.89,67.11,"R","Challenger","Challenger","LIB","R",10,2018
"749","ID",1,7,32.89,67.11,"R","Challenger","Challenger","CON","R",6,2018
"750","ID",2,7,39.33,60.67,"R","Incumbent","Challenger","DEM","R",23,2018
"751","ID",2,7,39.33,60.67,"R","Incumbent","Challenger","REP","R",59,2018
"752","IL",3,1,73.8,26.2,"D","Challenger","Incumbent","DEM","D",55.5,2018
"753","IL",3,1,73.8,26.2,"D","Challenger","Incumbent","REP","D",32.2,2018
"754","IL",3,1,73.8,26.2,"D","Challenger","Incumbent","DEM","D",46.1,2018
"755","IL",3,1,73.8,26.2,"D","Challenger","Incumbent","REP","D",43.9,2018
"756","IL",6,3.16666666666667,53.58,46.42,"D","Incumbent","Challenger","DEM","D",54.7,2018
"757","IL",6,3.16666666666667,53.58,46.42,"D","Incumbent","Challenger","REP","D",40.5,2018
"758","IL",6,3.16666666666667,53.58,46.42,"D","Incumbent","Challenger","LIB","D",2,2018
"759","IL",6,3.16666666666667,53.58,46.42,"D","Incumbent","Challenger","DEM","D",37.5,2018
"760","IL",6,3.16666666666667,53.58,46.42,"D","Incumbent","Challenger","REP","D",47,2018
"761","IL",6,3.16666666666667,53.58,46.42,"D","Incumbent","Challenger","DEM","D",45.61,2018
"762","IL",6,3.16666666666667,53.58,46.42,"D","Incumbent","Challenger","REP","D",44.4,2018
"763","IL",6,3.16666666666667,53.58,46.42,"D","Incumbent","Challenger","DEM","D",44.99,2018
"764","IL",6,3.16666666666667,53.58,46.42,"D","Incumbent","Challenger","REP","D",39.95,2018
"765","IL",6,3.16666666666667,53.58,46.42,"D","Incumbent","Challenger","DEM","D",49,2018
"766","IL",6,3.16666666666667,53.58,46.42,"D","Incumbent","Challenger","REP","D",44,2018
"767","IL",6,3.16666666666667,53.58,46.42,"D","Incumbent","Challenger","DEM","D",47,2018
"768","IL",6,3.16666666666667,53.58,46.42,"D","Incumbent","Challenger","REP","D",44,2018
"769","IL",6,3.16666666666667,53.58,46.42,"D","Incumbent","Challenger","DEM","D",44,2018
"770","IL",6,3.16666666666667,53.58,46.42,"D","Incumbent","Challenger","REP","D",45,2018
"771","IL",6,3.16666666666667,53.58,46.42,"D","Incumbent","Challenger","DEM","D",39.71,2018
"772","IL",6,3.16666666666667,53.58,46.42,"D","Incumbent","Challenger","REP","D",39.14,2018
"773","IL",6,3.16666666666667,53.58,46.42,"D","Incumbent","Challenger","DEM","D",37.3,2018
"774","IL",6,3.16666666666667,53.58,46.42,"D","Incumbent","Challenger","REP","D",44.2,2018
"775","IL",6,3.16666666666667,53.58,46.42,"D","Incumbent","Challenger","DEM","D",44,2018
"776","IL",6,3.16666666666667,53.58,46.42,"D","Incumbent","Challenger","REP","D",45,2018
"777","IL",8,1,65.97,34.03,"D","Challenger","Incumbent","DEM","D",45,2018
"778","IL",8,1,65.97,34.03,"D","Challenger","Incumbent","REP","D",39,2018
"779","IL",12,4.83333333333333,46.81,53.19,"R","Incumbent","Challenger","DEM","R",39.36,2018
"780","IL",12,4.83333333333333,46.81,53.19,"R","Incumbent","Challenger","REP","R",47.87,2018
"781","IL",12,4.83333333333333,46.81,53.19,"R","Incumbent","Challenger","DEM","R",34,2018
"782","IL",12,4.83333333333333,46.81,53.19,"R","Incumbent","Challenger","REP","R",42.81,2018
"783","IL",12,4.83333333333333,46.81,53.19,"R","Incumbent","Challenger","DEM","R",45,2018
"784","IL",12,4.83333333333333,46.81,53.19,"R","Incumbent","Challenger","REP","R",46,2018
"785","IL",12,4.83333333333333,46.81,53.19,"R","Incumbent","Challenger","DEM","R",41,2018
"786","IL",12,4.83333333333333,46.81,53.19,"R","Incumbent","Challenger","REP","R",42,2018
"787","IL",12,4.83333333333333,46.81,53.19,"R","Incumbent","Challenger","GRE","R",8,2018
"788","IL",12,4.83333333333333,46.81,53.19,"R","Incumbent","Challenger","DEM","R",44,2018
"789","IL",12,4.83333333333333,46.81,53.19,"R","Incumbent","Challenger","REP","R",46,2018
"790","IL",12,4.83333333333333,46.81,53.19,"R","Incumbent","Challenger","DEM","R",43,2018
"791","IL",12,4.83333333333333,46.81,53.19,"R","Incumbent","Challenger","REP","R",44,2018
"792","IL",12,4.83333333333333,46.81,53.19,"R","Incumbent","Challenger","DEM","R",36.8,2018
"793","IL",12,4.83333333333333,46.81,53.19,"R","Incumbent","Challenger","REP","R",44.4,2018
"794","IL",12,4.83333333333333,46.81,53.19,"R","Incumbent","Challenger","DEM","R",41,2018
"795","IL",12,4.83333333333333,46.81,53.19,"R","Incumbent","Challenger","REP","R",50,2018
"796","IL",12,4.83333333333333,46.81,53.19,"R","Incumbent","Challenger","DEM","R",39,2018
"797","IL",12,4.83333333333333,46.81,53.19,"R","Incumbent","Challenger","REP","R",44,2018
"798","IL",13,5,49.62,50.38,"R","Incumbent","Challenger","DEM","R",39,2018
"799","IL",13,5,49.62,50.38,"R","Incumbent","Challenger","REP","R",36,2018
"800","IL",13,5,49.62,50.38,"R","Incumbent","Challenger","DEM","R",48,2018
"801","IL",13,5,49.62,50.38,"R","Incumbent","Challenger","REP","R",43,2018
"802","IL",13,5,49.62,50.38,"R","Incumbent","Challenger","DEM","R",47,2018
"803","IL",13,5,49.62,50.38,"R","Incumbent","Challenger","REP","R",48,2018
"804","IL",13,5,49.62,50.38,"R","Incumbent","Challenger","DEM","R",43,2018
"805","IL",13,5,49.62,50.38,"R","Incumbent","Challenger","REP","R",41,2018
"806","IL",13,5,49.62,50.38,"R","Incumbent","Challenger","DEM","R",40.97,2018
"807","IL",13,5,49.62,50.38,"R","Incumbent","Challenger","REP","R",46.08,2018
"808","IL",13,5,49.62,50.38,"R","Incumbent","Challenger","DEM","R",42.32,2018
"809","IL",13,5,49.62,50.38,"R","Incumbent","Challenger","REP","R",42.17,2018
"810","IL",13,5,49.62,50.38,"R","Incumbent","Challenger","DEM","R",48,2018
"811","IL",13,5,49.62,50.38,"R","Incumbent","Challenger","REP","R",49,2018
"812","IL",13,5,49.62,50.38,"R","Incumbent","Challenger","DEM","R",37,2018
"813","IL",13,5,49.62,50.38,"R","Incumbent","Challenger","REP","R",50,2018
"814","IL",13,5,49.62,50.38,"R","Incumbent","Challenger","DEM","R",46,2018
"815","IL",13,5,49.62,50.38,"R","Incumbent","Challenger","REP","R",51,2018
"816","IL",13,5,49.62,50.38,"R","Incumbent","Challenger","DEM","R",42,2018
"817","IL",13,5,49.62,50.38,"R","Incumbent","Challenger","REP","R",45,2018
"818","IL",14,3.66666666666667,52.5,47.5,"D","Incumbent","Challenger","DEM","R",47,2018
"819","IL",14,3.66666666666667,52.5,47.5,"D","Incumbent","Challenger","REP","R",38,2018
"820","IL",14,3.66666666666667,52.5,47.5,"D","Incumbent","Challenger","DEM","R",48.64,2018
"821","IL",14,3.66666666666667,52.5,47.5,"D","Incumbent","Challenger","REP","R",43.41,2018
"822","IL",14,3.66666666666667,52.5,47.5,"D","Incumbent","Challenger","DEM","R",45.12,2018
"823","IL",14,3.66666666666667,52.5,47.5,"D","Incumbent","Challenger","REP","R",38.89,2018
"824","IL",14,3.66666666666667,52.5,47.5,"D","Incumbent","Challenger","DEM","R",42.56,2018
"825","IL",14,3.66666666666667,52.5,47.5,"D","Incumbent","Challenger","REP","R",47.41,2018
"826","IL",14,3.66666666666667,52.5,47.5,"D","Incumbent","Challenger","DEM","R",39.87,2018
"827","IL",14,3.66666666666667,52.5,47.5,"D","Incumbent","Challenger","REP","R",40.8,2018
"828","IL",14,3.66666666666667,52.5,47.5,"D","Incumbent","Challenger","DEM","R",41,2018
"829","IL",14,3.66666666666667,52.5,47.5,"D","Incumbent","Challenger","REP","R",45,2018
"830","IL",16,7,40.88,59.12,"R","Incumbent","Challenger","DEM","R",41,2018
"831","IL",16,7,40.88,59.12,"R","Incumbent","Challenger","REP","R",55,2018
"832","IL",17,1,62.09,37.91,"D","Challenger","Incumbent","DEM","D",54.3,2018
"833","IL",17,1,62.09,37.91,"D","Challenger","Incumbent","REP","D",43.7,2018
"834","IL",17,1,62.09,37.91,"D","Challenger","Incumbent","DEM","D",49,2018
"835","IL",17,1,62.09,37.91,"D","Challenger","Incumbent","REP","D",44,2018
"836","IL",17,1,62.09,37.91,"D","Challenger","Incumbent","DEM","D",48,2018
"837","IL",17,1,62.09,37.91,"D","Challenger","Incumbent","REP","D",42,2018
"838","IN",1,1,65.09,34.91,"D","Challenger","Incumbent","DEM","D",47,2018
"839","IN",1,1,65.09,34.91,"D","Challenger","Incumbent","REP","D",40,2018
"840","IN",3,7,35.27,64.73,"R","Incumbent","Challenger","DEM","R",34,2018
"841","IN",3,7,35.27,64.73,"R","Incumbent","Challenger","REP","R",55,2018
"842","IN",5,7,43.24,56.76,"R","Incumbent","Challenger","DEM","R",46,2018
"843","IN",5,7,43.24,56.76,"R","Incumbent","Challenger","REP","R",46,2018
"844","IN",5,7,43.24,56.76,"R","Incumbent","Challenger","LIB","R",5,2018
"845","IN",5,7,43.24,56.76,"R","Incumbent","Challenger","DEM","R",47,2018
"846","IN",5,7,43.24,56.76,"R","Incumbent","Challenger","REP","R",40,2018
"847","IN",5,7,43.24,56.76,"R","Incumbent","Challenger","LIB","R",4,2018
"848","IN",5,7,43.24,56.76,"R","Incumbent","Challenger","DEM","R",50,2018
"849","IN",5,7,43.24,56.76,"R","Incumbent","Challenger","REP","R",44,2018
"850","IN",5,7,43.24,56.76,"R","Incumbent","Challenger","DEM","R",40,2018
"851","IN",5,7,43.24,56.76,"R","Incumbent","Challenger","REP","R",47,2018
"852","IN",5,7,43.24,56.76,"R","Incumbent","Challenger","LIB","R",5,2018
"853","IN",5,7,43.24,56.76,"R","Incumbent","Challenger","DEM","R",51,2018
"854","IN",5,7,43.24,56.76,"R","Incumbent","Challenger","REP","R",45,2018
"855","IN",5,7,43.24,56.76,"R","Incumbent","Challenger","DEM","R",44,2018
"856","IN",5,7,43.24,56.76,"R","Incumbent","Challenger","REP","R",50,2018
"857","IN",9,6.66666666666667,43.52,56.48,"R","Incumbent","Challenger","DEM","R",45,2018
"858","IN",9,6.66666666666667,43.52,56.48,"R","Incumbent","Challenger","REP","R",52,2018
"859","KS",1,7,31.85,68.15,"R","Incumbent","Challenger","DEM","R",25,2018
"860","KS",1,7,31.85,68.15,"R","Incumbent","Challenger","REP","R",56,2018
"861","KS",1,7,31.85,68.15,"R","Incumbent","Challenger","DEM","R",36.2,2018
"862","KS",1,7,31.85,68.15,"R","Incumbent","Challenger","REP","R",51.1,2018
"863","KS",1,7,31.85,68.15,"R","Incumbent","Challenger","DEM","R",38,2018
"864","KS",1,7,31.85,68.15,"R","Incumbent","Challenger","REP","R",42,2018
"865","KS",1,7,31.85,68.15,"R","Incumbent","Challenger","DEM","R",26,2018
"866","KS",1,7,31.85,68.15,"R","Incumbent","Challenger","REP","R",60,2018
"867","KS",1,7,31.85,68.15,"R","Incumbent","Challenger","DEM","R",16.9,2018
"868","KS",1,7,31.85,68.15,"R","Incumbent","Challenger","REP","R",43.5,2018
"869","KS",1,7,31.85,68.15,"R","Incumbent","Challenger","DEM","R",33,2018
"870","KS",1,7,31.85,68.15,"R","Incumbent","Challenger","REP","R",44,2018
"871","KS",2,3.66666666666667,49.55,50.45,"R","Challenger","Challenger","DEM","R",36,2018
"872","KS",2,3.66666666666667,49.55,50.45,"R","Challenger","Challenger","REP","R",47,2018
"873","KS",2,3.66666666666667,49.55,50.45,"R","Challenger","Challenger","DEM","R",41,2018
"874","KS",2,3.66666666666667,49.55,50.45,"R","Challenger","Challenger","REP","R",45,2018
"875","KS",2,3.66666666666667,49.55,50.45,"R","Challenger","Challenger","DEM","R",41.4,2018
"876","KS",2,3.66666666666667,49.55,50.45,"R","Challenger","Challenger","REP","R",42.4,2018
"877","KS",2,3.66666666666667,49.55,50.45,"R","Challenger","Challenger","DEM","R",41.25,2018
"878","KS",2,3.66666666666667,49.55,50.45,"R","Challenger","Challenger","REP","R",36.76,2018
"879","KS",2,3.66666666666667,49.55,50.45,"R","Challenger","Challenger","DEM","R",37.13,2018
"880","KS",2,3.66666666666667,49.55,50.45,"R","Challenger","Challenger","REP","R",34.25,2018
"881","KS",2,3.66666666666667,49.55,50.45,"R","Challenger","Challenger","DEM","R",44,2018
"882","KS",2,3.66666666666667,49.55,50.45,"R","Challenger","Challenger","REP","R",45,2018
"883","KS",2,3.66666666666667,49.55,50.45,"R","Challenger","Challenger","DEM","R",40.9,2018
"884","KS",2,3.66666666666667,49.55,50.45,"R","Challenger","Challenger","REP","R",47.8,2018
"885","KS",2,3.66666666666667,49.55,50.45,"R","Challenger","Challenger","LIB","R",3.3,2018
"886","KS",2,3.66666666666667,49.55,50.45,"R","Challenger","Challenger","DEM","R",34.7,2018
"887","KS",2,3.66666666666667,49.55,50.45,"R","Challenger","Challenger","REP","R",30.7,2018
"888","KS",2,3.66666666666667,49.55,50.45,"R","Challenger","Challenger","LIB","R",3.8,2018
"889","KS",2,3.66666666666667,49.55,50.45,"R","Challenger","Challenger","DEM","R",44.75,2018
"890","KS",2,3.66666666666667,49.55,50.45,"R","Challenger","Challenger","REP","R",43.73,2018
"891","KS",2,3.66666666666667,49.55,50.45,"R","Challenger","Challenger","DEM","R",46.2,2018
"892","KS",2,3.66666666666667,49.55,50.45,"R","Challenger","Challenger","REP","R",40.45,2018
"893","KS",3,3,54.96,45.04,"D","Incumbent","Challenger","DEM","D",45,2018
"894","KS",3,3,54.96,45.04,"D","Incumbent","Challenger","REP","D",46,2018
"895","KS",3,3,54.96,45.04,"D","Incumbent","Challenger","DEM","D",56,2018
"896","KS",3,3,54.96,45.04,"D","Incumbent","Challenger","REP","D",36,2018
"897","KS",3,3,54.96,45.04,"D","Incumbent","Challenger","DEM","D",55.4,2018
"898","KS",3,3,54.96,45.04,"D","Incumbent","Challenger","REP","D",42.6,2018
"899","KS",3,3,54.96,45.04,"D","Incumbent","Challenger","LIB","D",1.5,2018
"900","KS",3,3,54.96,45.04,"D","Incumbent","Challenger","DEM","D",47.65,2018
"901","KS",3,3,54.96,45.04,"D","Incumbent","Challenger","REP","D",38.62,2018
"902","KS",3,3,54.96,45.04,"D","Incumbent","Challenger","DEM","D",44.04,2018
"903","KS",3,3,54.96,45.04,"D","Incumbent","Challenger","REP","D",36.75,2018
"904","KS",3,3,54.96,45.04,"D","Incumbent","Challenger","DEM","D",47.4,2018
"905","KS",3,3,54.96,45.04,"D","Incumbent","Challenger","REP","D",40.8,2018
"906","KS",3,3,54.96,45.04,"D","Incumbent","Challenger","LIB","D",1,2018
"907","KS",3,3,54.96,45.04,"D","Incumbent","Challenger","DEM","D",50.8,2018
"908","KS",3,3,54.96,45.04,"D","Incumbent","Challenger","REP","D",43.23,2018
"909","KS",3,3,54.96,45.04,"D","Incumbent","Challenger","DEM","D",46.88,2018
"910","KS",3,3,54.96,45.04,"D","Incumbent","Challenger","REP","D",45.5,2018
"911","KS",3,3,54.96,45.04,"D","Incumbent","Challenger","DEM","D",40,2018
"912","KS",3,3,54.96,45.04,"D","Incumbent","Challenger","REP","D",43,2018
"913","KS",3,3,54.96,45.04,"D","Incumbent","Challenger","LIB","D",5,2018
"914","KS",3,3,54.96,45.04,"D","Incumbent","Challenger","DEM","D",46,2018
"915","KS",3,3,54.96,45.04,"D","Incumbent","Challenger","REP","D",43,2018
"916","KS",3,3,54.96,45.04,"D","Incumbent","Challenger","LIB","D",4,2018
"917","KS",4,7,40.56,59.44,"R","Incumbent","Challenger","DEM","R",37,2018
"918","KS",4,7,40.56,59.44,"R","Incumbent","Challenger","REP","R",51,2018
"919","KS",4,7,40.56,59.44,"R","Incumbent","Challenger","DEM","R",33.3,2018
"920","KS",4,7,40.56,59.44,"R","Incumbent","Challenger","REP","R",63.1,2018
"921","KS",4,7,40.56,59.44,"R","Incumbent","Challenger","DEM","R",26.4,2018
"922","KS",4,7,40.56,59.44,"R","Incumbent","Challenger","REP","R",50.1,2018
"923","KS",4,7,40.56,59.44,"R","Incumbent","Challenger","DEM","R",38.4,2018
"924","KS",4,7,40.56,59.44,"R","Incumbent","Challenger","REP","R",42.1,2018
"925","KY",6,4.33333333333333,48.37,51.63,"R","Incumbent","Challenger","DEM","R",50,2018
"926","KY",6,4.33333333333333,48.37,51.63,"R","Incumbent","Challenger","REP","R",48,2018
"927","KY",6,4.33333333333333,48.37,51.63,"R","Incumbent","Challenger","LIB","R",2,2018
"928","KY",6,4.33333333333333,48.37,51.63,"R","Incumbent","Challenger","DEM","R",44.01,2018
"929","KY",6,4.33333333333333,48.37,51.63,"R","Incumbent","Challenger","REP","R",44.4,2018
"930","KY",6,4.33333333333333,48.37,51.63,"R","Incumbent","Challenger","DEM","R",38.41,2018
"931","KY",6,4.33333333333333,48.37,51.63,"R","Incumbent","Challenger","REP","R",47.29,2018
"932","KY",6,4.33333333333333,48.37,51.63,"R","Incumbent","Challenger","DEM","R",46,2018
"933","KY",6,4.33333333333333,48.37,51.63,"R","Incumbent","Challenger","REP","R",48,2018
"934","KY",6,4.33333333333333,48.37,51.63,"R","Incumbent","Challenger","DEM","R",51,2018
"935","KY",6,4.33333333333333,48.37,51.63,"R","Incumbent","Challenger","REP","R",44,2018
"936","KY",6,4.33333333333333,48.37,51.63,"R","Incumbent","Challenger","DEM","R",47,2018
"937","KY",6,4.33333333333333,48.37,51.63,"R","Incumbent","Challenger","REP","R",47,2018
"938","KY",6,4.33333333333333,48.37,51.63,"R","Incumbent","Challenger","DEM","R",46,2018
"939","KY",6,4.33333333333333,48.37,51.63,"R","Incumbent","Challenger","REP","R",47,2018
"940","KY",6,4.33333333333333,48.37,51.63,"R","Incumbent","Challenger","DEM","R",43.18,2018
"941","KY",6,4.33333333333333,48.37,51.63,"R","Incumbent","Challenger","REP","R",47.72,2018
"942","KY",6,4.33333333333333,48.37,51.63,"R","Incumbent","Challenger","DEM","R",45,2018
"943","KY",6,4.33333333333333,48.37,51.63,"R","Incumbent","Challenger","REP","R",49,2018
"944","KY",6,4.33333333333333,48.37,51.63,"R","Incumbent","Challenger","DEM","R",44,2018
"945","KY",6,4.33333333333333,48.37,51.63,"R","Incumbent","Challenger","REP","R",49,2018
"946","KY",6,4.33333333333333,48.37,51.63,"R","Incumbent","Challenger","DEM","R",50,2018
"947","KY",6,4.33333333333333,48.37,51.63,"R","Incumbent","Challenger","REP","R",43,2018
"948","KY",6,4.33333333333333,48.37,51.63,"R","Incumbent","Challenger","DEM","R",51,2018
"949","KY",6,4.33333333333333,48.37,51.63,"R","Incumbent","Challenger","REP","R",38,2018
"950","KY",6,4.33333333333333,48.37,51.63,"R","Incumbent","Challenger","DEM","R",52,2018
"951","KY",6,4.33333333333333,48.37,51.63,"R","Incumbent","Challenger","REP","R",37,2018
"952","KY",6,4.33333333333333,48.37,51.63,"R","Incumbent","Challenger","DEM","R",44,2018
"953","KY",6,4.33333333333333,48.37,51.63,"R","Incumbent","Challenger","REP","R",48,2018
"954","LA",3,7,24.21,75.79,"R","Incumbent","Challenger","DEM","R",7.7,2018
"955","LA",3,7,24.21,75.79,"R","Incumbent","Challenger","REP","R",61.7,2018
"956","LA",3,7,24.21,75.79,"R","Incumbent","Challenger","LIB","R",1.4,2018
"957","LA",3,7,24.21,75.79,"R","Incumbent","Challenger","REP","R",12.8,2018
"958","LA",3,7,24.21,75.79,"R","Incumbent","Challenger","DEM","R",2.4,2018
"959","LA",3,7,24.21,75.79,"R","Incumbent","Challenger","DEM","R",4.8,2018
"960","LA",3,7,24.21,75.79,"R","Incumbent","Challenger","DEM","R",1.3,2018
"961","LA",3,7,24.21,75.79,"R","Incumbent","Challenger","REP","R",69.2,2018
"962","LA",3,7,24.21,75.79,"R","Incumbent","Challenger","REP","R",24.1,2018
"963","MD",6,1,60.82,39.18,"D","Challenger","Challenger","DEM","D",44.5,2018
"964","MD",6,1,60.82,39.18,"D","Challenger","Challenger","REP","D",40,2018
"965","ME",1,1,64.41,35.59,"D","Challenger","Incumbent","DEM","D",57,2018
"966","ME",1,1,64.41,35.59,"D","Challenger","Incumbent","REP","D",33,2018
"967","ME",1,1,64.41,35.59,"D","Challenger","Incumbent","DEM","D",51.3,2018
"968","ME",1,1,64.41,35.59,"D","Challenger","Incumbent","REP","D",31,2018
"969","ME",1,1,64.41,35.59,"D","Challenger","Incumbent","DEM","D",58,2018
"970","ME",1,1,64.41,35.59,"D","Challenger","Incumbent","REP","D",31,2018
"971","ME",1,1,64.41,35.59,"D","Challenger","Incumbent","DEM","D",54.5,2018
"972","ME",1,1,64.41,35.59,"D","Challenger","Incumbent","REP","D",34.8,2018
"973","ME",1,1,64.41,35.59,"D","Challenger","Incumbent","DEM","D",56,2018
"974","ME",1,1,64.41,35.59,"D","Challenger","Incumbent","REP","D",23,2018
"975","ME",1,1,64.41,35.59,"D","Challenger","Incumbent","DEM","D",58,2018
"976","ME",1,1,64.41,35.59,"D","Challenger","Incumbent","REP","D",24,2018
"977","ME",1,1,64.41,35.59,"D","Challenger","Incumbent","DEM","D",48,2018
"978","ME",1,1,64.41,35.59,"D","Challenger","Incumbent","REP","D",21,2018
"979","ME",1,1,64.41,35.59,"D","Challenger","Incumbent","DEM","D",50,2018
"980","ME",1,1,64.41,35.59,"D","Challenger","Incumbent","REP","D",22,2018
"981","ME",1,1,64.41,35.59,"D","Challenger","Incumbent","DEM","D",56.2,2018
"982","ME",1,1,64.41,35.59,"D","Challenger","Incumbent","REP","D",31,2018
"983","ME",1,1,64.41,35.59,"D","Challenger","Incumbent","IND","D",7.2,2018
"984","ME",1,1,64.41,35.59,"D","Challenger","Incumbent","DEM","D",53.4,2018
"985","ME",1,1,64.41,35.59,"D","Challenger","Incumbent","REP","D",29.4,2018
"986","ME",1,1,64.41,35.59,"D","Challenger","Incumbent","IND","D",10.5,2018
"987","ME",2,3.66666666666667,49.59,50.41,"R","Incumbent","Challenger","DEM","R",50,2018
"988","ME",2,3.66666666666667,49.59,50.41,"R","Incumbent","Challenger","REP","R",43,2018
"989","ME",2,3.66666666666667,49.59,50.41,"R","Incumbent","Challenger","DEM","R",45.3,2018
"990","ME",2,3.66666666666667,49.59,50.41,"R","Incumbent","Challenger","REP","R",36.4,2018
"991","ME",2,3.66666666666667,49.59,50.41,"R","Incumbent","Challenger","DEM","R",53,2018
"992","ME",2,3.66666666666667,49.59,50.41,"R","Incumbent","Challenger","REP","R",44,2018
"993","ME",2,3.66666666666667,49.59,50.41,"R","Incumbent","Challenger","DEM","R",56,2018
"994","ME",2,3.66666666666667,49.59,50.41,"R","Incumbent","Challenger","REP","R",31,2018
"995","ME",2,3.66666666666667,49.59,50.41,"R","Incumbent","Challenger","DEM","R",60.4,2018
"996","ME",2,3.66666666666667,49.59,50.41,"R","Incumbent","Challenger","REP","R",32.7,2018
"997","ME",2,3.66666666666667,49.59,50.41,"R","Incumbent","Challenger","DEM","R",51,2018
"998","ME",2,3.66666666666667,49.59,50.41,"R","Incumbent","Challenger","REP","R",33,2018
"999","ME",2,3.66666666666667,49.59,50.41,"R","Incumbent","Challenger","DEM","R",52,2018
"1000","ME",2,3.66666666666667,49.59,50.41,"R","Incumbent","Challenger","REP","R",34,2018
"1001","ME",2,3.66666666666667,49.59,50.41,"R","Incumbent","Challenger","DEM","R",56,2018
"1002","ME",2,3.66666666666667,49.59,50.41,"R","Incumbent","Challenger","REP","R",33,2018
"1003","ME",2,3.66666666666667,49.59,50.41,"R","Incumbent","Challenger","DEM","R",56,2018
"1004","ME",2,3.66666666666667,49.59,50.41,"R","Incumbent","Challenger","REP","R",37,2018
"1005","ME",2,3.66666666666667,49.59,50.41,"R","Incumbent","Challenger","DEM","R",53,2018
"1006","ME",2,3.66666666666667,49.59,50.41,"R","Incumbent","Challenger","REP","R",40,2018
"1007","ME",2,3.66666666666667,49.59,50.41,"R","Incumbent","Challenger","DEM","R",49.5,2018
"1008","ME",2,3.66666666666667,49.59,50.41,"R","Incumbent","Challenger","REP","R",44.25,2018
"1009","ME",2,3.66666666666667,49.59,50.41,"R","Incumbent","Challenger","DEM","R",42,2018
"1010","ME",2,3.66666666666667,49.59,50.41,"R","Incumbent","Challenger","REP","R",33,2018
"1011","ME",2,3.66666666666667,49.59,50.41,"R","Incumbent","Challenger","DEM","R",46,2018
"1012","ME",2,3.66666666666667,49.59,50.41,"R","Incumbent","Challenger","REP","R",36,2018
"1013","ME",2,3.66666666666667,49.59,50.41,"R","Incumbent","Challenger","DEM","R",45,2018
"1014","ME",2,3.66666666666667,49.59,50.41,"R","Incumbent","Challenger","REP","R",33,2018
"1015","ME",2,3.66666666666667,49.59,50.41,"R","Incumbent","Challenger","DEM","R",46.7,2018
"1016","ME",2,3.66666666666667,49.59,50.41,"R","Incumbent","Challenger","REP","R",45.6,2018
"1017","ME",2,3.66666666666667,49.59,50.41,"R","Incumbent","Challenger","DEM","R",41.17,2018
"1018","ME",2,3.66666666666667,49.59,50.41,"R","Incumbent","Challenger","REP","R",41.06,2018
"1019","ME",2,3.66666666666667,49.59,50.41,"R","Incumbent","Challenger","DEM","R",40.72,2018
"1020","ME",2,3.66666666666667,49.59,50.41,"R","Incumbent","Challenger","REP","R",37.99,2018
"1021","ME",2,3.66666666666667,49.59,50.41,"R","Incumbent","Challenger","DEM","R",48,2018
"1022","ME",2,3.66666666666667,49.59,50.41,"R","Incumbent","Challenger","REP","R",42,2018
"1023","ME",2,3.66666666666667,49.59,50.41,"R","Incumbent","Challenger","DEM","R",36.5,2018
"1024","ME",2,3.66666666666667,49.59,50.41,"R","Incumbent","Challenger","REP","R",37,2018
"1025","ME",2,3.66666666666667,49.59,50.41,"R","Incumbent","Challenger","IND","R",6.4,2018
"1026","ME",2,3.66666666666667,49.59,50.41,"R","Incumbent","Challenger","IND","R",2.7,2018
"1027","ME",2,3.66666666666667,49.59,50.41,"R","Incumbent","Challenger","DEM","R",41.67,2018
"1028","ME",2,3.66666666666667,49.59,50.41,"R","Incumbent","Challenger","REP","R",47.35,2018
"1029","ME",2,3.66666666666667,49.59,50.41,"R","Incumbent","Challenger","DEM","R",39.89,2018
"1030","ME",2,3.66666666666667,49.59,50.41,"R","Incumbent","Challenger","REP","R",46.4,2018
"1031","ME",2,3.66666666666667,49.59,50.41,"R","Incumbent","Challenger","DEM","R",54,2018
"1032","ME",2,3.66666666666667,49.59,50.41,"R","Incumbent","Challenger","REP","R",46,2018
"1033","ME",2,3.66666666666667,49.59,50.41,"R","Incumbent","Challenger","DEM","R",39,2018
"1034","ME",2,3.66666666666667,49.59,50.41,"R","Incumbent","Challenger","REP","R",40,2018
"1035","ME",2,3.66666666666667,49.59,50.41,"R","Incumbent","Challenger","DEM","R",47,2018
"1036","ME",2,3.66666666666667,49.59,50.41,"R","Incumbent","Challenger","REP","R",48,2018
"1037","ME",2,3.66666666666667,49.59,50.41,"R","Incumbent","Challenger","IND","R",4,2018
"1038","ME",2,3.66666666666667,49.59,50.41,"R","Incumbent","Challenger","IND","R",2,2018
"1039","ME",2,3.66666666666667,49.59,50.41,"R","Incumbent","Challenger","DEM","R",48,2018
"1040","ME",2,3.66666666666667,49.59,50.41,"R","Incumbent","Challenger","REP","R",48,2018
